Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
2.3458018260982976,-0.477588742529119,-0.7544907175119921,-0.8134635695332787,-1.3171056559437964,-0.908470805351181,-0.31056396640574147,1,-1.086929375525506,1,0.42054096040262884,0.4176230071111771,-1.3290182460132174,-0.7133179434350155,0.0908678099294448
-0.9055753155323742,0.707929699771862,2.005047888839612,2.3669196304473044,1.5281322549497443,0.8151187417675233,-0.1284377662623898,1,0.6471264331485085,0,-0.54575287347166,-0.43211129815619154,0.9895106512128962,1.2599614925090683,0.11677356161380067
-0.1707439491576404,-0.003381365608726569,1.8635906616629225,0.24708723100966634,0.34327880724462756,-0.5705120706220232,0.6724761126188005,3,2.814696193991027,0,-0.54575287347166,-0.43211129815619154,0.023996678913976256,0.46621345067857634,-0.4917078120901994
-0.7445163859159942,-0.7146924309893151,-0.04720458162854608,0.2620741411701316,5.418285438988955,0.2912827029373289,-0.31056396640574147,0,-1.5204433276940097,0,-0.54575287347166,-0.43211129815619154,4.159520630799649,-0.7133179434350155,0.0908678099294448
2.1948090795829414,-0.7146924309893151,-0.5344461419038089,-0.5962234734603591,0.04332735722776012,-0.6550017543043126,-0.31056396640574147,2,1.5141543374855158,0,-0.54575287347166,-0.43211129815619154,-0.22042790926064781,-0.7133179434350155,0.0908678099294448
-0.5633250900975667,0.9450333882320582,-0.2346915414579675,0.12029251053341035,-0.5861675024122833,0.037813651890460626,-0.027650648077762303,1,0.6471264331485085,0,0.42054096040262884,-0.2196777218393494,-0.13776374700670477,0.06599822557402944,0.14486710259731772
1.1277936708744236,-0.7146924309893151,-0.7320371893887082,-0.7477897633155822,-0.9058334474782103,-0.8577769951418073,-0.31056396640574147,3,1.9476682896540194,0,-0.54575287347166,-0.43211129815619154,-0.9938805423074474,-0.7133179434350155,0.0908678099294448
1.4096467977030886,-0.7146924309893151,-0.1594722222449661,-0.016965744461575314,3.6708406566152334,0.054711588626918516,-0.31056396640574147,3,0.21361248098000488,0,-0.54575287347166,-0.43211129815619154,2.735561949267774,-0.7133179434350155,0.0908678099294448
1.228455501884661,-0.7146924309893151,-0.48504838003258416,-0.47446866418035993,0.8057983055066557,-0.7056955645136863,-0.31056396640574147,0,0.21361248098000488,0,-0.54575287347166,-0.43211129815619154,0.40089479985679105,-0.7133179434350155,0.0908678099294448
-0.915641498633398,-0.477588742529119,-0.48280302722025575,-0.1286407313490606,0.8271937024189667,-0.7225935012501442,0.5304910835370755,1,-1.086929375525506,0,-0.54575287347166,-0.43211129815619154,0.4183294916338442,-0.22918946468585777,0.7742467313620282
-0.4022661604811867,-0.24048505406892276,0.5433232080138232,0.8852447713825683,2.228861760611586,0.8320166785039812,-0.20363143710294468,1,1.0806403853170121,0,-0.54575287347166,-0.43211129815619154,1.5605214625744417,0.8532087085493711,0.09144528070976654
1.963286868259395,-0.7146924309893151,-0.6534498409572141,-0.6844034716964796,-0.5088864507681671,-0.7732873114595179,-0.31056396640574147,4,0.21361248098000488,0,-0.54575287347166,-0.43211129815619154,-0.6704161743487322,-0.7133179434350155,0.0908678099294448
-0.8955091324313506,2.1305518305330393,1.692943847925964,2.6293049339853773,0.3413415267466696,2.4542186052039385,-0.21029068206826118,3,1.0806403853170121,0,2.353128628151207,-0.039926234186636746,0.8670656973232524,1.5661410357155163,0.36126300309331727
0.17150627627716716,-0.477588742529119,-0.2964387437969985,-0.40613838939655433,-0.04169970609546206,-0.5367161971491075,0.23542906174505615,0,0.21361248098000488,0,-0.54575287347166,-0.43211129815619154,-0.28971480530768334,-0.5243139235075939,-0.17592369057913512
-0.8552444000272555,-0.003381365608726569,0.9284012153281439,0.07800300677682385,0.07856275711034544,0.24058889272795525,-0.19202600634668673,4,1.0806403853170121,0,-0.54575287347166,-0.43211129815619154,-0.1917152689150692,0.5097835749142241,-0.28249014837968334
2.00355160066349,-0.7146924309893151,-0.5602676992455855,-0.5768238738484125,0.16481439498686423,-0.5705120706220232,-0.31056396640574147,0,0.21361248098000488,0,-0.54575287347166,-0.43211129815619154,-0.12143049094126915,-0.7133179434350155,0.0908678099294448
-0.8854429493303267,-0.7146924309893151,-0.5613903756517498,-0.7021132621372068,-0.61979131597237,-0.75638937472306,-0.31056396640574147,0,1.5141543374855158,0,-0.54575287347166,-0.43211129815619154,-0.760790386583996,-0.7133179434350155,0.0908678099294448
